Measure,Age,Value,Sex,Country
Deaths,15,0,Female,Malawi
Deaths,20,1,Female,Malawi
Deaths,25,2,Female,Malawi
Deaths,30,2,Female,Malawi
Deaths,35,4,Female,Malawi
Deaths,40,5,Female,Malawi
Deaths,45,5,Female,Malawi
Deaths,50,4,Female,Malawi
Deaths,55,4,Female,Malawi
Deaths,60,7,Female,Malawi
Deaths,65,5,Female,Malawi
Deaths,70,2,Female,Malawi
Deaths,75,1,Female,Malawi
Deaths,80,1,Female,Malawi
Deaths,85,1,Female,Malawi
Deaths,90,1,Female,Malawi
Deaths,0,0,Male,Malawi
Deaths,5,0,Male,Malawi
Deaths,10,0,Male,Malawi
Deaths,15,1,Male,Malawi
Deaths,20,1,Male,Malawi
Deaths,25,2,Male,Malawi
Deaths,30,4,Male,Malawi
Deaths,35,6,Male,Malawi
Deaths,40,12,Male,Malawi
Deaths,45,17,Male,Malawi
Deaths,50,19,Male,Malawi
Deaths,55,20,Male,Malawi
Deaths,60,18,Male,Malawi
Deaths,65,14,Male,Malawi
Deaths,70,9,Male,Malawi
Deaths,75,6,Male,Malawi
Deaths,80,4,Male,Malawi
Deaths,85,3,Male,Malawi
Deaths,90,5,Male,Malawi
Cases,0,23,Female,Malta
Cases,5,32,Female,Malta
Cases,10,45,Female,Malta
Cases,15,82,Female,Malta
Cases,20,171,Female,Malta
Cases,25,225,Female,Malta
Cases,30,186,Female,Malta
Cases,35,144,Female,Malta
Cases,40,123,Female,Malta
Cases,45,108,Female,Malta
Cases,50,94,Female,Malta
Cases,55,86,Female,Malta
Cases,60,80,Female,Malta
Cases,65,71,Female,Malta
Cases,70,60,Female,Malta
Cases,75,52,Female,Malta
Cases,80,48,Female,Malta
Cases,85,38,Female,Malta
Cases,90,54,Female,Malta
Cases,0,24,Male,Malta
Cases,5,38,Male,Malta
Cases,10,61,Male,Malta
Cases,15,119,Male,Malta
Cases,20,236,Male,Malta
Cases,25,317,Male,Malta
Cases,30,276,Male,Malta
Cases,35,210,Male,Malta
Cases,40,168,Male,Malta
Cases,45,144,Male,Malta
Cases,50,129,Male,Malta
Cases,55,112,Male,Malta
Cases,60,92,Male,Malta
Cases,65,73,Male,Malta
Cases,70,57,Male,Malta
Cases,75,42,Male,Malta
Cases,80,30,Male,Malta
Cases,85,20,Male,Malta
Cases,90,26,Male,Malta
Deaths,0,0,Female,Malta
Deaths,5,0,Female,Malta
Deaths,10,0,Female,Malta
Deaths,15,0,Female,Malta
Deaths,20,0,Female,Malta
Deaths,25,0,Female,Malta
Deaths,30,0,Female,Malta
Deaths,35,0,Female,Malta
Deaths,40,0,Female,Malta
Deaths,45,0,Female,Malta
Deaths,50,0,Female,Malta
Deaths,55,0,Female,Malta
Deaths,60,0,Female,Malta
Deaths,65,0,Female,Malta
Deaths,70,2,Female,Malta
Deaths,75,3,Female,Malta
Deaths,80,2,Female,Malta
Deaths,85,2,Female,Malta
Deaths,90,6,Female,Malta
Deaths,0,0,Male,Malta
Deaths,5,0,Male,Malta
Deaths,10,3,Male,Malta
Deaths,15,2,Male,Malta
Deaths,20,0,Male,Malta
Deaths,25,0,Male,Malta
Deaths,30,0,Male,Malta
Deaths,35,0,Male,Malta
Deaths,40,0,Male,Malta
Deaths,45,0,Male,Malta
Deaths,50,2,Male,Malta
Deaths,55,3,Male,Malta
Deaths,60,2,Male,Malta
Deaths,65,3,Male,Malta
Deaths,70,3,Male,Malta
Deaths,75,2,Male,Malta
Deaths,80,2,Male,Malta
Deaths,85,2,Male,Malta
Deaths,90,5,Male,Malta
Cases,0,3857,Female,Mexico
Cases,5,4056,Female,Mexico
Cases,10,8094,Female,Mexico
Cases,15,20193,Female,Mexico
Cases,20,51819,Female,Mexico
Cases,25,81430,Female,Mexico
Cases,30,83983,Female,Mexico
Cases,35,80475,Female,Mexico
Cases,40,76411,Female,Mexico
Cases,45,79450,Female,Mexico
Cases,50,69237,Female,Mexico
Cases,55,57155,Female,Mexico
Cases,60,43076,Female,Mexico
Cases,65,31413,Female,Mexico
Cases,70,22078,Female,Mexico
Cases,75,15203,Female,Mexico
Cases,80,9409,Female,Mexico
Cases,85,4896,Female,Mexico
Cases,90,2521,Female,Mexico
Cases,0,4320,Male,Mexico
Cases,5,4467,Male,Mexico
Cases,10,8121,Male,Mexico
Cases,15,18714,Male,Mexico
Cases,20,46611,Male,Mexico
Cases,25,75917,Male,Mexico
Cases,30,81481,Male,Mexico
Cases,35,80589,Male,Mexico
Cases,40,76410,Male,Mexico
Cases,45,78736,Male,Mexico
Cases,50,69311,Male,Mexico
Cases,55,60741,Male,Mexico
Cases,60,47953,Male,Mexico
Cases,65,37083,Male,Mexico
Cases,70,27255,Male,Mexico
Cases,75,18764,Male,Mexico
Cases,80,11427,Male,Mexico
Cases,85,5710,Male,Mexico
Cases,90,2586,Male,Mexico
Deaths,0,109,Female,Mexico
Deaths,5,15,Female,Mexico
Deaths,10,26,Female,Mexico
Deaths,15,83,Female,Mexico
Deaths,20,193,Female,Mexico
Deaths,25,371,Female,Mexico
Deaths,30,635,Female,Mexico
Deaths,35,927,Female,Mexico
Deaths,40,1621,Female,Mexico
Deaths,45,2848,Female,Mexico
Deaths,50,3975,Female,Mexico
Deaths,55,5556,Female,Mexico
Deaths,60,6758,Female,Mexico
Deaths,65,6900,Female,Mexico
Deaths,70,6215,Female,Mexico
Deaths,75,4945,Female,Mexico
Deaths,80,3446,Female,Mexico
Deaths,85,1828,Female,Mexico
Deaths,90,878,Female,Mexico
Deaths,0,131,Male,Mexico
Deaths,5,31,Male,Mexico
Deaths,10,38,Male,Mexico
Deaths,15,66,Male,Mexico
Deaths,20,281,Male,Mexico
Deaths,25,647,Male,Mexico
Deaths,30,1311,Male,Mexico
Deaths,35,2173,Male,Mexico
Deaths,40,3750,Male,Mexico
Deaths,45,6088,Male,Mexico
Deaths,50,7947,Male,Mexico
Deaths,55,10020,Male,Mexico
Deaths,60,11183,Male,Mexico
Deaths,65,11307,Male,Mexico
Deaths,70,10054,Male,Mexico
Deaths,75,7712,Male,Mexico
Deaths,80,5262,Male,Mexico
Deaths,85,2748,Male,Mexico
Deaths,90,1172,Male,Mexico
Cases,0,693,Female,Moldova
Cases,5,672,Female,Moldova
Cases,10,1189,Female,Moldova
Cases,15,2193,Female,Moldova
Cases,20,3303,Female,Moldova
Cases,25,4556,Female,Moldova
Cases,30,6070,Female,Moldova
Cases,35,6984,Female,Moldova
Cases,40,6963,Female,Moldova
Cases,45,7092,Female,Moldova
Cases,50,8121,Female,Moldova
Cases,55,9671,Female,Moldova
Cases,60,9805,Female,Moldova
Cases,65,7016,Female,Moldova
Cases,70,3735,Female,Moldova
Cases,75,1844,Female,Moldova
Cases,80,893,Female,Moldova
Cases,85,386,Female,Moldova
Cases,90,202,Female,Moldova
Cases,0,808,Male,Moldova
Cases,5,777,Male,Moldova
Cases,10,1231,Male,Moldova
Cases,15,1946,Male,Moldova
Cases,20,2575,Male,Moldova
Cases,25,3438,Male,Moldova
Cases,30,4702,Male,Moldova
Cases,35,5230,Male,Moldova
Cases,40,4646,Male,Moldova
Cases,45,4254,Male,Moldova
Cases,50,4697,Male,Moldova
Cases,55,5765,Male,Moldova
Cases,60,6360,Male,Moldova
Cases,65,5101,Male,Moldova
Cases,70,2934,Male,Moldova
Cases,75,1403,Male,Moldova
Cases,80,605,Male,Moldova
Cases,85,235,Male,Moldova
Cases,90,118,Male,Moldova
Deaths,0,0,Female,Moldova
Deaths,5,0,Female,Moldova
Deaths,10,1,Female,Moldova
Deaths,15,1,Female,Moldova
Deaths,20,1,Female,Moldova
Deaths,25,3,Female,Moldova
Deaths,30,6,Female,Moldova
Deaths,35,11,Female,Moldova
Deaths,40,21,Female,Moldova
Deaths,45,39,Female,Moldova
Deaths,50,71,Female,Moldova
Deaths,55,136,Female,Moldova
Deaths,60,240,Female,Moldova
Deaths,65,284,Female,Moldova
Deaths,70,220,Female,Moldova
Deaths,75,144,Female,Moldova
Deaths,80,91,Female,Moldova
Deaths,85,52,Female,Moldova
Deaths,90,49,Female,Moldova
Deaths,0,0,Male,Moldova
Deaths,5,0,Male,Moldova
Deaths,10,0,Male,Moldova
Deaths,15,0,Male,Moldova
Deaths,20,2,Male,Moldova
Deaths,25,4,Male,Moldova
Deaths,30,6,Male,Moldova
Deaths,35,12,Male,Moldova
Deaths,40,23,Male,Moldova
Deaths,45,44,Male,Moldova
Deaths,50,79,Male,Moldova
Deaths,55,144,Male,Moldova
Deaths,60,242,Male,Moldova
Deaths,65,302,Male,Moldova
Deaths,70,261,Male,Moldova
Deaths,75,170,Male,Moldova
Deaths,80,91,Male,Moldova
Deaths,85,44,Male,Moldova
Deaths,90,33,Male,Moldova
Cases,0,377,Female,Nigeria
Cases,5,555,Female,Nigeria
Cases,10,845,Female,Nigeria
Cases,15,1391,Female,Nigeria
Cases,20,2325,Female,Nigeria
Cases,25,3213,Female,Nigeria
Cases,30,3274,Female,Nigeria
Cases,35,2751,Female,Nigeria
Cases,40,2244,Female,Nigeria
Cases,45,1867,Female,Nigeria
Cases,50,1519,Female,Nigeria
Cases,55,1100,Female,Nigeria
Cases,60,701,Female,Nigeria
Cases,65,425,Female,Nigeria
Cases,70,249,Female,Nigeria
Cases,75,144,Female,Nigeria
Cases,80,80,Female,Nigeria
Cases,85,42,Female,Nigeria
Cases,90,39,Female,Nigeria
Cases,0,423,Male,Nigeria
Cases,5,638,Male,Nigeria
Cases,10,989,Male,Nigeria
Cases,15,1618,Male,Nigeria
Cases,20,2759,Male,Nigeria
Cases,25,4433,Male,Nigeria
Cases,30,5809,Male,Nigeria
Cases,35,5738,Male,Nigeria
Cases,40,4641,Male,Nigeria
Cases,45,3699,Male,Nigeria
Cases,50,3012,Male,Nigeria
Cases,55,2158,Male,Nigeria
Cases,60,1285,Male,Nigeria
Cases,65,715,Male,Nigeria
Cases,70,411,Male,Nigeria
Cases,75,232,Male,Nigeria
Cases,80,125,Male,Nigeria
Cases,85,63,Male,Nigeria
Cases,90,49,Male,Nigeria
Deaths,0,2,Female,Nigeria
Deaths,5,3,Female,Nigeria
Deaths,10,4,Female,Nigeria
Deaths,15,5,Female,Nigeria
Deaths,20,7,Female,Nigeria
Deaths,25,10,Female,Nigeria
Deaths,30,14,Female,Nigeria
Deaths,35,17,Female,Nigeria
Deaths,40,18,Female,Nigeria
Deaths,45,21,Female,Nigeria
Deaths,50,29,Female,Nigeria
Deaths,55,35,Female,Nigeria
Deaths,60,34,Female,Nigeria
Deaths,65,29,Female,Nigeria
Deaths,70,21,Female,Nigeria
Deaths,75,15,Female,Nigeria
Deaths,80,10,Female,Nigeria
Deaths,85,7,Female,Nigeria
Deaths,90,11,Female,Nigeria
Deaths,0,1,Male,Nigeria
Deaths,5,2,Male,Nigeria
Deaths,10,4,Male,Nigeria
Deaths,15,6,Male,Nigeria
Deaths,20,13,Male,Nigeria
Deaths,25,21,Male,Nigeria
Deaths,30,29,Male,Nigeria
Deaths,35,39,Male,Nigeria
Deaths,40,52,Male,Nigeria
Deaths,45,69,Male,Nigeria
Deaths,50,90,Male,Nigeria
Deaths,55,115,Male,Nigeria
Deaths,60,133,Male,Nigeria
Deaths,65,118,Male,Nigeria
Deaths,70,79,Male,Nigeria
Deaths,75,46,Male,Nigeria
Deaths,80,25,Male,Nigeria
Deaths,85,14,Male,Nigeria
Deaths,90,13,Male,Nigeria
Cases,0,0,Female,Pakistan
Cases,5,0,Female,Pakistan
Cases,10,316,Female,Pakistan
Cases,15,1881,Female,Pakistan
Cases,20,2612,Female,Pakistan
Cases,25,2160,Female,Pakistan
Cases,30,2044,Female,Pakistan
Cases,35,1854,Female,Pakistan
Cases,40,1504,Female,Pakistan
Cases,45,1362,Female,Pakistan
Cases,50,1390,Female,Pakistan
Cases,55,1271,Female,Pakistan
Cases,60,967,Female,Pakistan
Cases,65,679,Female,Pakistan
Cases,70,438,Female,Pakistan
Cases,75,250,Female,Pakistan
Cases,80,120,Female,Pakistan
Cases,85,52,Female,Pakistan
Cases,90,30,Female,Pakistan
Cases,0,0,Male,Pakistan
Cases,5,0,Male,Pakistan
Cases,10,367,Male,Pakistan
Cases,15,3050,Male,Pakistan
Cases,20,6012,Male,Pakistan
Cases,25,6397,Male,Pakistan
Cases,30,6947,Male,Pakistan
Cases,35,6625,Male,Pakistan
Cases,40,5252,Male,Pakistan
Cases,45,4399,Male,Pakistan
Cases,50,4129,Male,Pakistan
Cases,55,3651,Male,Pakistan
Cases,60,2766,Male,Pakistan
Cases,65,1843,Male,Pakistan
Cases,70,1098,Male,Pakistan
Cases,75,561,Male,Pakistan
Cases,80,253,Male,Pakistan
Cases,85,107,Male,Pakistan
Cases,90,72,Male,Pakistan
Deaths,0,0,Female,Pakistan
Deaths,5,0,Female,Pakistan
Deaths,10,2,Female,Pakistan
Deaths,15,3,Female,Pakistan
Deaths,20,6,Female,Pakistan
Deaths,25,8,Female,Pakistan
Deaths,30,8,Female,Pakistan
Deaths,35,12,Female,Pakistan
Deaths,40,23,Female,Pakistan
Deaths,45,35,Female,Pakistan
Deaths,50,48,Female,Pakistan
Deaths,55,57,Female,Pakistan
Deaths,60,57,Female,Pakistan
Deaths,65,52,Female,Pakistan
Deaths,70,41,Female,Pakistan
Deaths,75,26,Female,Pakistan
Deaths,80,12,Female,Pakistan
Deaths,85,6,Female,Pakistan
Deaths,90,3,Female,Pakistan
Deaths,0,0,Male,Pakistan
Deaths,5,0,Male,Pakistan
Deaths,10,2,Male,Pakistan
Deaths,15,5,Male,Pakistan
Deaths,20,12,Male,Pakistan
Deaths,25,20,Male,Pakistan
Deaths,30,25,Male,Pakistan
Deaths,35,34,Male,Pakistan
Deaths,40,49,Male,Pakistan
Deaths,45,75,Male,Pakistan
Deaths,50,120,Male,Pakistan
Deaths,55,164,Male,Pakistan
Deaths,60,185,Male,Pakistan
Deaths,65,171,Male,Pakistan
Deaths,70,130,Male,Pakistan
Deaths,75,78,Male,Pakistan
Deaths,80,39,Male,Pakistan
Deaths,85,19,Male,Pakistan
Deaths,90,18,Male,Pakistan
Cases,0,219,Female,Paraguay
Cases,5,274,Female,Paraguay
Cases,10,414,Female,Paraguay
Cases,15,1150,Female,Paraguay
Cases,20,3307,Female,Paraguay
Cases,25,4732,Female,Paraguay
Cases,30,4596,Female,Paraguay
Cases,35,3961,Female,Paraguay
Cases,40,2718,Female,Paraguay
Cases,45,2121,Female,Paraguay
Cases,50,2051,Female,Paraguay
Cases,55,1681,Female,Paraguay
Cases,60,1298,Female,Paraguay
Cases,65,853,Female,Paraguay
Cases,70,575,Female,Paraguay
Cases,75,385,Female,Paraguay
Cases,80,262,Female,Paraguay
Cases,85,127,Female,Paraguay
Cases,90,103,Female,Paraguay
Cases,0,249,Male,Paraguay
Cases,5,286,Male,Paraguay
Cases,10,372,Male,Paraguay
Cases,15,1210,Male,Paraguay
Cases,20,3728,Male,Paraguay
Cases,25,4879,Male,Paraguay
Cases,30,4650,Male,Paraguay
Cases,35,4174,Male,Paraguay
Cases,40,2898,Male,Paraguay
Cases,45,2230,Male,Paraguay
Cases,50,1996,Male,Paraguay
Cases,55,1710,Male,Paraguay
Cases,60,1375,Male,Paraguay
Cases,65,961,Male,Paraguay
Cases,70,680,Male,Paraguay
Cases,75,489,Male,Paraguay
Cases,80,279,Male,Paraguay
Cases,85,141,Male,Paraguay
Cases,90,49,Male,Paraguay
Deaths,0,1,Female,Paraguay
Deaths,5,0,Female,Paraguay
Deaths,10,0,Female,Paraguay
Deaths,15,1,Female,Paraguay
Deaths,20,5,Female,Paraguay
Deaths,25,5,Female,Paraguay
Deaths,30,5,Female,Paraguay
Deaths,35,12,Female,Paraguay
Deaths,40,13,Female,Paraguay
Deaths,45,15,Female,Paraguay
Deaths,50,30,Female,Paraguay
Deaths,55,52,Female,Paraguay
Deaths,60,63,Female,Paraguay
Deaths,65,80,Female,Paraguay
Deaths,70,72,Female,Paraguay
Deaths,75,72,Female,Paraguay
Deaths,80,49,Female,Paraguay
Deaths,85,32,Female,Paraguay
Deaths,90,36,Female,Paraguay
Deaths,0,0,Male,Paraguay
Deaths,5,1,Male,Paraguay
Deaths,10,1,Male,Paraguay
Deaths,15,0,Male,Paraguay
Deaths,20,4,Male,Paraguay
Deaths,25,5,Male,Paraguay
Deaths,30,17,Male,Paraguay
Deaths,35,17,Male,Paraguay
Deaths,40,30,Male,Paraguay
Deaths,45,39,Male,Paraguay
Deaths,50,50,Male,Paraguay
Deaths,55,73,Male,Paraguay
Deaths,60,111,Male,Paraguay
Deaths,65,128,Male,Paraguay
Deaths,70,119,Male,Paraguay
Deaths,75,109,Male,Paraguay
Deaths,80,75,Male,Paraguay
Deaths,85,60,Male,Paraguay
Deaths,90,22,Male,Paraguay
Cases,0,8642,Female,Peru
Cases,5,7118,Female,Peru
Cases,10,9853,Female,Peru
Cases,15,19849,Female,Peru
Cases,20,37504,Female,Peru
Cases,25,54429,Female,Peru
Cases,30,56818,Female,Peru
Cases,35,51994,Female,Peru
Cases,40,47149,Female,Peru
Cases,45,43928,Female,Peru
Cases,50,39835,Female,Peru
Cases,55,33276,Female,Peru
Cases,60,26901,Female,Peru
Cases,65,19786,Female,Peru
Cases,70,13940,Female,Peru
Cases,75,9802,Female,Peru
Cases,80,6445,Female,Peru
Cases,85,3818,Female,Peru
Cases,90,2101,Female,Peru
Cases,0,9705,Male,Peru
Cases,5,7377,Male,Peru
Cases,10,9177,Male,Peru
Cases,15,15661,Male,Peru
Cases,20,35884,Male,Peru
Cases,25,51778,Male,Peru
Cases,30,56998,Male,Peru
Cases,35,55853,Male,Peru
Cases,40,52872,Male,Peru
Cases,45,49409,Male,Peru
Cases,50,45397,Male,Peru
Cases,55,38701,Male,Peru
Cases,60,30811,Male,Peru
Cases,65,22961,Male,Peru
Cases,70,16992,Male,Peru
Cases,75,11949,Male,Peru
Cases,80,7742,Male,Peru
Cases,85,4178,Male,Peru
Cases,90,1899,Male,Peru
Deaths,0,34,Female,Peru
Deaths,5,26,Female,Peru
Deaths,10,21,Female,Peru
Deaths,15,32,Female,Peru
Deaths,20,60,Female,Peru
Deaths,25,76,Female,Peru
Deaths,30,155,Female,Peru
Deaths,35,179,Female,Peru
Deaths,40,321,Female,Peru
Deaths,45,501,Female,Peru
Deaths,50,691,Female,Peru
Deaths,55,1039,Female,Peru
Deaths,60,1473,Female,Peru
Deaths,65,1730,Female,Peru
Deaths,70,1624,Female,Peru
Deaths,75,1390,Female,Peru
Deaths,80,1178,Female,Peru
Deaths,85,826,Female,Peru
Deaths,90,550,Female,Peru
Deaths,0,45,Male,Peru
Deaths,5,27,Male,Peru
Deaths,10,24,Male,Peru
Deaths,15,39,Male,Peru
Deaths,20,99,Male,Peru
Deaths,25,153,Male,Peru
Deaths,30,283,Male,Peru
Deaths,35,462,Male,Peru
Deaths,40,819,Male,Peru
Deaths,45,1379,Male,Peru
Deaths,50,1999,Male,Peru
Deaths,55,2819,Male,Peru
Deaths,60,3470,Male,Peru
Deaths,65,3601,Male,Peru
Deaths,70,3395,Male,Peru
Deaths,75,2839,Male,Peru
Deaths,80,2247,Male,Peru
Deaths,85,1401,Male,Peru
Deaths,90,719,Male,Peru
Cases,0,3677,Female,Philippines
Cases,5,3460,Female,Philippines
Cases,10,4842,Female,Philippines
Cases,15,8578,Female,Philippines
Cases,20,25673,Female,Philippines
Cases,25,33561,Female,Philippines
Cases,30,28506,Female,Philippines
Cases,35,20865,Female,Philippines
Cases,40,17491,Female,Philippines
Cases,45,15198,Female,Philippines
Cases,50,14589,Female,Philippines
Cases,55,12843,Female,Philippines
Cases,60,10566,Female,Philippines
Cases,65,7429,Female,Philippines
Cases,70,5203,Female,Philippines
Cases,75,3037,Female,Philippines
Cases,80,2065,Female,Philippines
Cases,85,1206,Female,Philippines
Cases,90,508,Female,Philippines
Cases,0,4307,Male,Philippines
Cases,5,3930,Male,Philippines
Cases,10,5226,Male,Philippines
Cases,15,8425,Male,Philippines
Cases,20,27207,Male,Philippines
Cases,25,40194,Male,Philippines
Cases,30,36528,Male,Philippines
Cases,35,28530,Male,Philippines
Cases,40,24859,Male,Philippines
Cases,45,20382,Male,Philippines
Cases,50,17567,Male,Philippines
Cases,55,14449,Male,Philippines
Cases,60,10746,Male,Philippines
Cases,65,7634,Male,Philippines
Cases,70,5178,Male,Philippines
Cases,75,2679,Male,Philippines
Cases,80,1607,Male,Philippines
Cases,85,666,Male,Philippines
Cases,90,301,Male,Philippines
Deaths,0,40,Female,Philippines
Deaths,5,7,Female,Philippines
Deaths,10,10,Female,Philippines
Deaths,15,20,Female,Philippines
Deaths,20,44,Female,Philippines
Deaths,25,56,Female,Philippines
Deaths,30,64,Female,Philippines
Deaths,35,106,Female,Philippines
Deaths,40,134,Female,Philippines
Deaths,45,171,Female,Philippines
Deaths,50,281,Female,Philippines
Deaths,55,369,Female,Philippines
Deaths,60,467,Female,Philippines
Deaths,65,509,Female,Philippines
Deaths,70,527,Female,Philippines
Deaths,75,374,Female,Philippines
Deaths,80,310,Female,Philippines
Deaths,85,190,Female,Philippines
Deaths,90,103,Female,Philippines
Deaths,0,60,Male,Philippines
Deaths,5,7,Male,Philippines
Deaths,10,18,Male,Philippines
Deaths,15,25,Male,Philippines
Deaths,20,46,Male,Philippines
Deaths,25,97,Male,Philippines
Deaths,30,122,Male,Philippines
Deaths,35,180,Male,Philippines
Deaths,40,213,Male,Philippines
Deaths,45,350,Male,Philippines
Deaths,50,515,Male,Philippines
Deaths,55,626,Male,Philippines
Deaths,60,809,Male,Philippines
Deaths,65,830,Male,Philippines
Deaths,70,769,Male,Philippines
Deaths,75,487,Male,Philippines
Deaths,80,358,Male,Philippines
Deaths,85,157,Male,Philippines
Deaths,90,83,Male,Philippines
Cases,0,344,Female,Poland
Cases,5,384,Female,Poland
Cases,10,465,Female,Poland
Cases,15,665,Female,Poland
Cases,20,1030,Female,Poland
Cases,25,1358,Female,Poland
Cases,30,1464,Female,Poland
Cases,35,1590,Female,Poland
Cases,40,1891,Female,Poland
Cases,45,2194,Female,Poland
Cases,50,2242,Female,Poland
Cases,55,1910,Female,Poland
Cases,60,1381,Female,Poland
Cases,65,977,Female,Poland
Cases,70,779,Female,Poland
Cases,75,721,Female,Poland
Cases,80,672,Female,Poland
Cases,85,495,Female,Poland
Cases,90,381,Female,Poland
Cases,0,351,Male,Poland
Cases,5,391,Male,Poland
Cases,10,472,Male,Poland
Cases,15,683,Male,Poland
Cases,20,1130,Male,Poland
Cases,25,1745,Male,Poland
Cases,30,2196,Male,Poland
Cases,35,2261,Male,Poland
Cases,40,2030,Male,Poland
Cases,45,1729,Male,Poland
Cases,50,1540,Male,Poland
Cases,55,1487,Male,Poland
Cases,60,1386,Male,Poland
Cases,65,1081,Male,Poland
Cases,70,741,Male,Poland
Cases,75,521,Male,Poland
Cases,80,371,Male,Poland
Cases,85,228,Male,Poland
Cases,90,175,Male,Poland
Deaths,0,0,Female,Poland
Deaths,5,0,Female,Poland
Deaths,10,0,Female,Poland
Deaths,15,0,Female,Poland
Deaths,20,0,Female,Poland
Deaths,25,0,Female,Poland
Deaths,30,4,Female,Poland
Deaths,35,6,Female,Poland
Deaths,40,3,Female,Poland
Deaths,45,5,Female,Poland
Deaths,50,8,Female,Poland
Deaths,55,13,Female,Poland
Deaths,60,19,Female,Poland
Deaths,65,30,Female,Poland
Deaths,70,44,Female,Poland
Deaths,75,60,Female,Poland
Deaths,80,73,Female,Poland
Deaths,85,68,Female,Poland
Deaths,90,95,Female,Poland
Deaths,0,0,Male,Poland
Deaths,5,0,Male,Poland
Deaths,10,2,Male,Poland
Deaths,15,3,Male,Poland
Deaths,20,0,Male,Poland
Deaths,25,0,Male,Poland
Deaths,30,2,Male,Poland
Deaths,35,3,Male,Poland
Deaths,40,3,Male,Poland
Deaths,45,6,Male,Poland
Deaths,50,13,Male,Poland
Deaths,55,26,Male,Poland
Deaths,60,46,Male,Poland
Deaths,65,68,Male,Poland
Deaths,70,76,Male,Poland
Deaths,75,75,Male,Poland
Deaths,80,63,Male,Poland
Deaths,85,44,Male,Poland
Deaths,90,48,Male,Poland
Cases,0,5017,Female,Portugal
Cases,5,5855,Female,Portugal
Cases,10,7782,Female,Portugal
Cases,15,11406,Female,Portugal
Cases,20,16138,Female,Portugal
Cases,25,18249,Female,Portugal
Cases,30,16986,Female,Portugal
Cases,35,17336,Female,Portugal
Cases,40,19462,Female,Portugal
Cases,45,19957,Female,Portugal
Cases,50,18639,Female,Portugal
Cases,55,16308,Female,Portugal
Cases,60,12149,Female,Portugal
Cases,65,9125,Female,Portugal
Cases,70,7482,Female,Portugal
Cases,75,6761,Female,Portugal
Cases,80,7590,Female,Portugal
Cases,85,7749,Female,Portugal
Cases,90,7450,Female,Portugal
Cases,0,5269,Male,Portugal
Cases,5,6034,Male,Portugal
Cases,10,7772,Male,Portugal
Cases,15,10918,Male,Portugal
Cases,20,14437,Male,Portugal
Cases,25,15571,Male,Portugal
Cases,30,14333,Male,Portugal
Cases,35,14161,Male,Portugal
Cases,40,15343,Male,Portugal
Cases,45,15069,Male,Portugal
Cases,50,13917,Male,Portugal
Cases,55,12948,Male,Portugal
Cases,60,10860,Male,Portugal
Cases,65,8821,Male,Portugal
Cases,70,6997,Male,Portugal
Cases,75,5530,Male,Portugal
Cases,80,5019,Male,Portugal
Cases,85,3782,Male,Portugal
Cases,90,2258,Male,Portugal
Deaths,0,0,Female,Portugal
Deaths,5,1,Female,Portugal
Deaths,10,0,Female,Portugal
Deaths,15,1,Female,Portugal
Deaths,20,1,Female,Portugal
Deaths,25,2,Female,Portugal
Deaths,30,2,Female,Portugal
Deaths,35,4,Female,Portugal
Deaths,40,8,Female,Portugal
Deaths,45,12,Female,Portugal
Deaths,50,20,Female,Portugal
Deaths,55,34,Female,Portugal
Deaths,60,57,Female,Portugal
Deaths,65,105,Female,Portugal
Deaths,70,198,Female,Portugal
Deaths,75,334,Female,Portugal
Deaths,80,575,Female,Portugal
Deaths,85,805,Female,Portugal
Deaths,90,1192,Female,Portugal
Deaths,0,0,Male,Portugal
Deaths,5,0,Male,Portugal
Deaths,10,0,Male,Portugal
Deaths,15,1,Male,Portugal
Deaths,20,1,Male,Portugal
Deaths,25,2,Male,Portugal
Deaths,30,2,Male,Portugal
Deaths,35,5,Male,Portugal
Deaths,40,13,Male,Portugal
Deaths,45,26,Male,Portugal
Deaths,50,45,Male,Portugal
Deaths,55,84,Male,Portugal
Deaths,60,151,Male,Portugal
Deaths,65,257,Male,Portugal
Deaths,70,383,Male,Portugal
Deaths,75,506,Male,Portugal
Deaths,80,688,Male,Portugal
Deaths,85,730,Male,Portugal
Deaths,90,727,Male,Portugal
Cases,0,1019,Female,Scotland
Cases,5,925,Female,Scotland
Cases,10,1973,Female,Scotland
Cases,15,5202,Female,Scotland
Cases,20,6505,Female,Scotland
Cases,25,5651,Female,Scotland
Cases,30,5407,Female,Scotland
Cases,35,5637,Female,Scotland
Cases,40,5617,Female,Scotland
Cases,45,6272,Female,Scotland
Cases,50,6370,Female,Scotland
Cases,55,5125,Female,Scotland
Cases,60,3346,Female,Scotland
Cases,65,2215,Female,Scotland
Cases,70,1962,Female,Scotland
Cases,75,1650,Female,Scotland
Cases,80,1765,Female,Scotland
Cases,85,1783,Female,Scotland
Cases,90,2276,Female,Scotland
Cases,0,1044,Male,Scotland
Cases,5,982,Male,Scotland
Cases,10,1856,Male,Scotland
Cases,15,4271,Male,Scotland
Cases,20,5425,Male,Scotland
Cases,25,4795,Male,Scotland
Cases,30,4348,Male,Scotland
Cases,35,4125,Male,Scotland
Cases,40,3966,Male,Scotland
Cases,45,4299,Male,Scotland
Cases,50,4629,Male,Scotland
Cases,55,4255,Male,Scotland
Cases,60,3222,Male,Scotland
